latitude,longitude,landslide_probability
27.69126366363796,84.39506358183932,0.3147592592592593
27.69226366363796,84.39506358183932,0.3153206627680312
27.693263663637957,84.39506358183932,0.3603206627680311
27.69426366363796,84.39506358183932,0.2553206627680311
27.69526366363796,84.39506358183932,0.2719873294346979
27.69726366363796,84.39506358183932,0.2286539961013645
27.69826366363796,84.39506358183932,0.2479873294346978
27.699263663637957,84.39506358183932,0.2579873294346979
27.70026366363796,84.39506358183932,0.2749873294346978
27.70126366363796,84.39506358183932,0.2749873294346978
27.702263663637957,84.39506358183932,0.3336539961013646
27.70326366363796,84.39506358183932,0.3443206627680312
27.704263663637956,84.39506358183932,0.4707968532442216
27.70626366363796,84.39506358183932,0.5012354497354498
27.707263663637956,84.39506358183932,0.5041301865775549
27.70826366363796,84.39506358183932,0.4314635199108882
27.70926366363796,84.39506358183932,0.4073206627680312
27.710263663637956,84.39506358183932,0.4073206627680312
27.71126366363796,84.39506358183932,0.3249873294346979
27.71226366363796,84.39506358183932,0.3519873294346978
27.71426366363796,84.39506358183932,0.2627592592592593
27.71526366363796,84.39506358183932,0.2510925925925926
27.716263663637957,84.39506358183932,0.2687592592592592
27.71726366363796,84.39506358183932,0.2842830687830688
27.71826366363796,84.39506358183932,0.3663206627680311
27.719263663637957,84.39506358183932,0.4239873294346978
27.72026366363796,84.39506358183932,0.4243947368421052
27.72126366363796,84.39506358183932,0.4083947368421052
27.722263663637957,84.39506358183932,0.3989873294346978
27.72326366363796,84.39506358183932,0.3663206627680311
27.72426366363796,84.39506358183932,0.4743947368421052
27.725263663637957,84.39506358183932,0.4743947368421052
27.72626366363796,84.39506358183932,0.4837280701754385
27.72726366363796,84.39506358183932,0.5537280701754386
27.728263663637957,84.39506358183932,0.5583947368421053
27.72926366363796,84.39506358183932,0.601375128998968
27.73026366363796,84.39506358183932,0.6160417956656347
27.731263663637957,84.39506358183932,0.639375128998968
27.73226366363796,84.39506358183932,0.6807084623323014
27.73326366363796,84.39506358183932,0.6188947368421052
27.734263663637957,84.39506358183932,0.5775614035087719
27.73526366363796,84.39506358183932,0.5509873294346979
27.736263663637956,84.39506358183932,0.4749873294346979
27.737263663637957,84.39506358183932,0.4043947368421052
27.73826366363796,84.39506358183932,0.5065852130325814
27.739263663637956,84.39506358183932,0.4765852130325815
27.74026366363796,84.39506358183932,0.5025852130325813
27.74126366363796,84.39506358183932,0.4838444722918407
27.742263663637956,84.39506358183932,0.350177805625174
27.74326366363796,84.39506358183932,0.3926904761904762
27.74426366363796,84.39506358183932,0.3299185463659148
27.745263663637957,84.39506358183932,0.3073471177944862
27.74626366363796,84.39506358183932,0.3493471177944861
27.74726366363796,84.39506358183932,0.2675852130325815
27.748263663637957,84.39506358183932,0.3384185463659148
27.74926366363796,84.39506358183932,0.3634185463659147
27.75026366363796,84.39506358183932,0.3434185463659148
27.751263663637957,84.39506358183932,0.3717518796992481
27.75226366363796,84.39506358183932,0.2890852130325814
27.75326366363796,84.39506358183932,0.2934185463659148
27.754263663637957,84.39506358183932,0.3367518796992481
27.75526366363796,84.39506358183932,0.3167518796992481
27.75626366363796,84.39506358183932,0.3419899749373434
27.757263663637957,84.39506358183932,0.3393233082706767
27.75826366363796,84.39506358183932,0.5466666666666666
27.75926366363796,84.39506358183932,0.5125
27.760263663637957,84.39506358183932,0.4955555555555555
27.76126366363796,84.39506358183932,0.4740555555555555
27.76226366363796,84.39506358183932,0.5252222222222221
27.763263663637957,84.39506358183932,0.5673888888888888
27.76426366363796,84.39506358183932,0.5368333333333334
27.76526366363796,84.39506358183932,0.5568333333333334
27.766263663637957,84.39506358183932,0.4182280701754386
27.76726366363796,84.39506358183932,0.4567280701754386
27.768263663637956,84.39506358183932,0.4482518796992481
27.76926366363796,84.39506358183932,0.4863947368421052
27.77026366363796,84.39506358183932,0.4355614035087719
27.771263663637956,84.39506358183932,0.399561403508772
27.77226366363796,84.39506358183932,0.4062280701754385
27.77326366363796,84.39506358183932,0.4858947368421052
27.774263663637957,84.39506358183932,0.4955614035087719
27.77526366363796,84.39506358183932,0.521704260651629
27.77626366363796,84.39506358183932,0.541704260651629
27.777263663637957,84.39506358183932,0.6256666666666666
27.77826366363796,84.39506358183932,0.6316470588235295
27.77926366363796,84.39506358183932,0.6287899159663866
27.780263663637957,84.39506358183932,0.5440375939849623
27.78126366363796,84.39506358183932,0.5680375939849623
27.78226366363796,84.39506358183932,0.5573709273182956
27.783263663637957,84.39506358183932,0.4814465575703965
27.78426366363796,84.39506358183932,0.50477989090373
27.78526366363796,84.39506358183932,0.5799803921568627
27.786263663637957,84.39506358183932,0.5458732646663682
27.78726366363796,84.39506358183932,0.5292065979997015
27.78826366363796,84.39506358183932,0.6023970741901777
27.789263663637957,84.39506358183932,0.6153970741901778
27.79026366363796,84.39506358183932,0.5037304075235111
27.79126366363796,84.39506358183932,0.5142065979997015
27.792263663637957,84.39506358183932,0.5804187192118228
27.79326366363796,84.39506358183932,0.5380853858784894
27.79426366363796,84.39506358183932,0.5550954868885903
27.795263663637957,84.39506358183932,0.5684288202219236
27.79626366363796,84.39506358183932,0.580010101010101
27.79726366363796,84.39506358183932,0.5718888888888888
27.798263663637957,84.39506358183932,0.5556068376068376
27.79926366363796,84.39506358183932,0.6056068376068375
27.800263663637956,84.39506358183932,0.6403846153846153
27.80126366363796,84.39506358183932,0.6643846153846154
27.80226366363796,84.39506358183932,0.6742735042735042
27.803263663637956,84.39506358183932,0.6832735042735042
27.80426366363796,84.39506358183932,0.6482735042735043
27.80526366363796,84.39506358183932,0.6530512820512819
27.806263663637957,84.39506358183932,0.633051282051282
27.80726366363796,84.39506358183932,0.6007496947496948
27.80826366363796,84.39506358183932,0.6873211233211233
27.809263663637957,84.39506358183932,0.5926984126984126
27.81026366363796,84.39506358183932,0.6020317460317459
