Bulk_Density,CEC,Clay_Content,Coarse_Fragments,Dist_Fault,Dist_River,Dist_Road,Geology_Nepal_ID,Geology_geo8apg_ID,LULC,NDVI,Nitrogen,Sand_Content,Silt_Content,Soil_Organic_Carbon,Soil_pH,aspect,date,elevation,precipitation,rainfall_360d,rainfall_7d,slope,longitude,latitude,landslide
116.0,213.0,265.0,187.0,40263.82422577886,1098.2361488538272,326.19925710312674,021,0,10,6198.521739130435,3940.0,364.0,372.0,378.0,56.0,60.48338141071413,2017-07-03,1477,0.0,1379.1214764118197,78.5155258178711,12.952645005549469,87.055222,27.167781,1
128.0,192.0,319.0,151.0,53522.568899776496,403.04029525687474,21.699836021872553,014,2482,50,4993.869565217391,1928.0,254.0,427.0,284.0,54.0,286.41751772766395,2017-07-05,590,0.0,1152.3627138137815,58.05797338485718,12.903675921252162,85.143062,27.878121,1
123.0,179.0,236.0,150.0,21660.36686995691,610.0476469980118,204.8943668491112,030,0,10,6452.826086956522,3452.0,377.0,387.0,283.0,57.0,114.01586321302642,2016-09-21,799,18.134923934936523,1109.6361982822418,54.17667102813721,19.695829348013167,87.322163,26.985606,1
121.0,221.0,207.0,188.0,45012.97039292599,126.7578308447074,684.829912027939,030,2375,50,4341.0,4925.0,447.0,346.0,589.0,66.0,302.19467804733915,2016-09-12,1524,0.0,1030.2692756652832,42.281707763671875,16.900137453409567,85.343049,28.18269,1
115.0,200.0,187.0,184.0,26669.45668996694,614.6359056602239,476.0668929624692,010,0,10,6183.869565217391,3499.0,360.0,453.0,444.0,58.0,136.6288776921422,2016-09-20,1472,36.44947814941406,1649.654551029205,18.22473907470703,21.842949110123616,83.405823,28.101232,1
131.0,196.0,239.0,130.0,40524.722925339454,652.5060903670413,485.3235777943042,026,2482,40,5186.913043478261,2384.0,338.0,424.0,290.0,56.0,164.1705274192914,2016-09-06,682,0.0,2582.5741095542908,215.5993690490723,3.850392529499985,84.069015,28.145796,1
95.0,227.0,209.0,256.0,52534.62583745259,205.64340989096112,9635.993329648803,024,2482,10,6826.521739130435,7594.0,501.0,290.0,919.0,53.0,254.73606218534312,2016-09-02,2448,50.81510925292969,2005.5379576683044,70.89141082763672,36.42211385367598,87.640957,27.513641,1
116.0,212.0,203.0,172.0,22406.47062817032,227.89047665544675,932.7863742641308,015,2510,10,5726.695652173913,5217.0,351.0,447.0,519.0,56.0,217.91014817487053,2016-09-04,1248,0.0,1298.644071340561,99.62008857727052,47.93142653653462,83.498645,28.377188,1
113.0,241.0,234.0,170.0,69668.27260870894,1326.2058481855154,126.85495452055083,014,2110,40,5626.347826086957,5622.0,354.0,412.0,584.0,58.0,332.9259788814978,2017-06-29,1761,0.0,1274.3809323310852,105.99793243408205,9.292366390387468,80.630002,29.60012,1
124.0,188.0,225.0,184.0,32554.181060795403,62.48929242566292,459.346753757468,014,2482,60,5286.347826086957,2169.0,328.0,447.0,330.0,57.0,270.0,2017-07-03,490,0.0,2079.545697927475,158.4735870361328,1.0513785477332755,84.307977,28.107142,1
116.0,216.0,206.0,195.0,30716.42468284096,1794.926799377056,653.9063960086319,015,2482,30,6123.217391304348,3751.0,359.0,435.0,417.0,54.0,76.78460698989943,2016-09-18,1485,0.0,1584.8948225975037,32.095462799072266,15.813988433811849,83.583154,28.282927,1
117.0,227.0,222.0,182.0,39763.05889761043,219.75090016659655,419.3568218313176,006,0,30,6543.130434782609,4226.0,320.0,457.0,440.0,59.0,223.15485554920144,2013-06-18,1469,35.404815673828125,1994.4464490413663,208.49416160583496,27.038393038862296,82.553,28.2265,1
111.0,217.0,187.0,197.0,75492.93850794621,413.20981621460106,116.2084054317012,013,2538,30,5237.608695652174,8097.0,433.0,380.0,441.0,56.0,104.8486962321166,2017-07-02,1600,0.0,1624.391161441803,114.95891094207764,10.730453779883597,85.91050294,27.90362599,1
113.0,185.0,206.0,180.0,13678.324704695608,300.3217107235487,2147.354537150795,040,0,10,6776.869565217391,5661.0,335.0,459.0,411.0,58.0,59.77939412595303,2016-08-31,1181,8.51085090637207,1525.0219378471377,39.99922466278076,54.75247896201824,85.219709,27.503555,1
110.0,237.0,208.0,255.0,74755.7018777902,29.86543796313237,1141.3872190102163,030,2538,10,5773.217391304348,6707.0,456.0,336.0,571.0,56.0,194.42716671133272,2014-07-13,2048,13.492015838623049,1652.501609802246,112.56564331054688,36.33278485693849,85.6838,27.9411,1
99.0,251.0,158.0,217.0,73527.82290295002,647.598033539178,2337.820947302691,030,2538,10,5490.782608695652,6085.0,457.0,385.0,838.0,58.0,260.59560575451314,2011-07-15,2756,49.17172622680664,2016.6012334823608,147.51517868041992,30.72743048105607,85.6846,27.9512,1
121.0,232.0,218.0,174.0,3622.7801209686745,1662.885501693683,11.752202022848955,010,2341,40,4631.173913043478,3231.0,325.0,457.0,399.0,59.0,0.0,2007-08-24,1489,0.0,1624.0142521858215,0.0,1.8543341688414132,82.6167,28.6167,1
117.0,233.0,254.0,179.0,66624.26001871019,918.2678754566492,468.954350107848,020,2074,40,5325.391304347826,5866.0,372.0,374.0,512.0,60.0,243.18219337503257,2017-04-21,1889,5.6212544441223145,1261.85311794281,18.061901569366455,21.538559528686456,81.57140363,29.16952271,1
116.0,210.0,215.0,171.0,54503.85099390598,120.09624673494928,1803.953956617747,013,2090,10,6902.913043478261,3676.0,326.0,459.0,452.0,60.0,339.03759672554565,2007-09-15,1300,0.0,1272.8374223709106,0.0,5.938012432615523,80.4333,29.5333,1
120.0,229.0,231.0,157.0,62561.117281418105,495.5920361936931,297.18126465928714,013,2090,40,6100.913043478261,3933.0,294.0,475.0,440.0,59.0,272.3714194977384,2007-08-12,1389,56.559139251708984,1386.4249666929245,104.38212394714355,21.366621006782168,80.50476155,29.57990613,1
114.0,260.0,264.0,200.0,55063.43455860883,1602.6557687302438,392.6571585269021,013,2090,30,4954.217391304348,4062.0,357.0,379.0,557.0,60.0,230.42017190916687,2013-06-17,2006,215.3517303466797,1959.856137275696,258.1551456451416,25.76762795279429,80.4687,29.5193,1
119.0,215.0,224.0,181.0,50162.21611270506,612.0923745469261,875.173734164458,022,2110,10,5853.826086956522,4261.0,342.0,435.0,496.0,61.0,297.62561858121626,2014-07-20,1102,34.580894470214844,832.4654182195663,73.35424423217773,32.14487067112154,80.9871,29.2777,1
124.0,240.0,233.0,154.0,68858.6927697391,905.837402618422,1363.3897378293489,202,2074,10,5925.826086956522,4454.0,360.0,407.0,443.0,60.0,90.0,2007-07-12,1287,26.829954147338867,1099.598249912262,81.16708850860596,10.52148765587876,81.3098,29.356,1
114.0,249.0,266.0,168.0,55189.75241740028,1616.3572087170826,181.46633835860948,013,2090,30,4862.565217391304,4270.0,366.0,368.0,659.0,60.0,157.32081458120564,2011-07-21,2006,0.0,1573.8998662531376,146.5431671142578,10.923090157895077,80.469,29.5194,1
113.0,223.0,225.0,149.0,70553.39688717402,120.85225964987568,876.239492979007,010,2074,30,6277.304347826087,4910.0,352.0,423.0,546.0,59.0,259.05134000719494,2009-12-23,1642,0.0,1343.677179336548,0.0,40.44111910061709,80.94,29.48,1
118.0,209.0,254.0,132.0,40107.68456207933,646.1799867635748,904.8790950601008,014,2110,10,6500.304347826087,4076.0,331.0,416.0,504.0,58.0,344.4106762020573,2013-06-17,1232,206.3503265380859,1816.1219412088392,248.6520538330078,34.56865984734127,81.3,29.0508,1
125.0,230.0,218.0,186.0,60579.192963812944,902.0913636747426,231.8693305722732,201,2074,30,4672.434782608696,5722.0,388.0,394.0,595.0,60.0,200.11675068982237,2013-06-18,1625,20.321792602539062,1565.279020667076,164.40260887145996,23.315422838687347,81.6865,29.1145,1
123.0,230.0,229.0,152.0,40724.76307483954,191.09581300027057,1203.8027701929364,016,0,50,5153.0,3175.0,338.0,433.0,352.0,62.0,172.79746065353794,2013-06-18,1326,26.22059440612793,1605.326558113098,178.2294921875,8.354101295723018,82.2801,28.4513,1
127.0,222.0,231.0,167.0,22285.78667397685,110.27168872632652,726.6135102788384,005,0,10,5743.913043478261,2502.0,302.0,467.0,403.0,63.0,268.85243914139147,2010-10-02,852,0.0,1289.680820941925,0.0,38.94799027807117,82.314,28.1906,1
121.0,229.0,231.0,180.0,63697.028110720625,1444.2308835338083,885.747709273034,024,2074,30,4949.695652173913,5583.0,390.0,380.0,553.0,62.0,95.39186179887125,2007-09-02,1536,0.0,1260.039227962494,39.20812225341797,34.57010202208612,81.6018,29.184,1
118.0,215.0,224.0,165.0,33903.91106236083,299.5139547904869,1400.082639013311,015,2341,10,6740.695652173913,2452.0,358.0,418.0,366.0,60.0,134.43553361259453,2007-03-21,1277,0.0,1370.9967299252748,0.0,42.042659809341345,82.1667,28.3667,1
113.0,261.0,226.0,207.0,17086.07923087391,2511.1567221832215,949.9209378196824,010,0,10,5425.913043478261,3619.0,333.0,440.0,492.0,58.0,270.0,2014-06-19,1665,0.0,1542.31228017807,33.946048736572266,8.344496890322205,82.68,28.0054,1
116.0,236.0,199.0,159.0,19301.031684889567,1464.7260595176836,173.83156386312314,014,0,50,3856.521739130435,2538.0,372.0,429.0,412.0,57.0,339.30557533948837,2007-08-31,1533,23.23929023742676,1656.516726732254,84.25187015533447,2.971717199599078,83.25,28.0667,1
132.0,269.0,265.0,177.0,16281.429220571432,1578.1453236717814,130.11814072928672,001,0,50,4440.086956521739,1803.0,242.0,492.0,232.0,66.0,200.69295606245183,2013-07-14,633,17.44080924987793,2212.8434149622917,99.58710289001463,2.971688478397604,82.402,28.0583,1
109.0,247.0,175.0,167.0,20319.219131240603,1566.3685327935689,23.234352939341186,014,0,10,5546.565217391304,3026.0,371.0,454.0,456.0,58.0,225.34006485841772,2007-07-28,1648,0.0,1724.5872256606815,140.1165771484375,32.81560829359579,83.2519,28.0764,1
119.0,223.0,236.0,185.0,45087.91971501571,1736.3726767549622,993.5400691785336,016,2328,10,5750.130434782609,3287.0,280.0,484.0,361.0,61.0,311.2141308905722,2013-06-18,1154,47.30695343017578,1827.1022596359253,224.9401397705078,22.66881374330673,81.7086,28.8519,1
110.0,229.0,231.0,189.0,869.0755279507,1595.4381987568229,3771.0454104211312,011,0,10,6032.739130434783,3934.0,326.0,442.0,441.0,58.0,297.09314818664393,2007-08-24,1553,32.729610443115234,1318.1189448833466,32.729610443115234,21.354302919917643,83.0833,27.9167,1
121.0,220.0,210.0,175.0,29809.680378871904,27.931770930644458,91.21632498480876,014,2328,30,5539.478260869565,3826.0,390.0,400.0,563.0,60.0,157.26608116093885,2014-08-13,1694,26.340776443481445,1461.0769364833832,42.76608657836914,27.7686134636707,82.2494,28.9446,1
113.0,261.0,226.0,207.0,17086.07923087391,2511.1567221832215,949.9209378196824,010,0,10,5425.913043478261,3619.0,333.0,440.0,492.0,58.0,270.0,2014-06-19,1665,0.0,1542.31228017807,33.946048736572266,8.344496890322205,82.68,28.0054,1
121.0,208.0,217.0,176.0,37611.603647166194,949.5028363678696,682.9764515032892,018,2328,30,5974.782608695652,2392.0,417.0,366.0,406.0,63.0,150.3256102635004,2011-08-31,1131,22.875871658325195,1685.1407838761806,45.75174331665039,8.477501874994212,82.2345,28.6572,1
113.0,217.0,227.0,163.0,17783.977479761244,147.96558238556403,1024.6424671911466,014,0,10,6393.782608695652,3732.0,349.0,425.0,431.0,59.0,305.7105405777903,2007-08-24,1377,34.375308990478516,1541.74050283432,22.916872024536133,31.388891753891365,83.0971,28.0877,1
122.0,219.0,279.0,163.0,26708.47912675677,1404.9122893333972,816.820290403327,005,0,10,6410.913043478261,2982.0,318.0,403.0,408.0,61.0,304.03094989728373,2014-08-16,1020,0.0,1719.2460265159607,163.85549545288086,16.13266857838944,81.64645269,28.61209203,1
112.0,262.0,231.0,129.0,19058.850793454647,802.9050672539485,5834.050322521043,010,2328,10,6668.304347826087,6190.0,369.0,400.0,847.0,58.0,67.25682431019574,2011-09-05,2607,0.0,1421.8703484535215,52.456932067871094,42.65079030533615,82.4728,28.7773,1
119.0,199.0,217.0,200.0,49252.30924637178,1539.423185006645,8.184346927657629,014,2482,10,5390.652173913043,3831.0,294.0,489.0,396.0,58.0,24.367530396546385,2012-08-15,1084,22.822708129882812,1617.9226443767548,76.3066816329956,10.076744277700431,84.8982,27.9783,1
113.0,224.0,196.0,197.0,64962.53736755605,401.7679913621389,1999.708505255775,030,2538,30,5641.086956521739,5348.0,451.0,353.0,392.0,57.0,65.51883603780148,2014-08-27,1411,42.001708984375,1777.7695093154907,132.77210235595703,33.5874650067473,85.5107,27.8868,1
114.0,220.0,219.0,198.0,47397.89921235623,1472.2288629544428,173.2182506340951,037,2482,30,4575.0,7760.0,343.0,438.0,375.0,56.0,70.51784230866457,2013-06-18,1581,41.27529525756836,1650.544858455658,68.67481803894043,16.236755760134724,85.2114,27.8196,1
131.0,207.0,207.0,167.0,3054.9879280404907,718.3484219425742,158.12770682811572,028,4660,40,7025.521739130435,2024.0,365.0,428.0,229.0,58.0,123.65306887008173,2007-08-19,461,30.08363342285156,1717.9819440841677,189.98860359191897,5.008244358293066,85.0249,27.4211,1
116.0,198.0,223.0,140.0,12843.387446264103,629.610970905203,102.54389133075244,039,2482,10,6289.521739130435,3395.0,338.0,439.0,420.0,55.0,159.3319184609143,2007-09-05,888,25.0931339263916,1920.2464205622673,96.77482986450195,37.902790567431815,84.25,27.9167,1
117.0,208.0,247.0,184.0,26691.670185079915,188.07189483506667,238.8923386647376,036,0,40,3971.478260869565,3341.0,367.0,387.0,287.0,56.0,209.4249289050634,2014-07-13,1530,0.0,1452.267510175705,135.90653038024902,8.456905124732407,85.34,27.5687,1
120.0,205.0,289.0,140.0,24937.55673763356,1639.2204121585132,994.1580113475916,033,0,10,6245.652173913043,5234.0,336.0,375.0,364.0,58.0,305.24306892764616,2007-09-10,1240,7.379386901855469,1685.155700802803,56.285377502441406,41.011428408190206,85.9667,27.2667,1
111.0,174.0,257.0,145.0,12275.395356908222,1149.0944535272656,155.69967198131562,011,2482,10,7098.260869565217,2833.0,286.0,456.0,398.0,54.0,203.32516363761937,2011-07-01,1039,19.41845703125,1701.3405833244324,137.23189544677734,20.314479757153514,84.4167,27.9333,1
105.0,300.0,135.0,234.0,57836.07965350165,1122.2446154786269,5290.346449382014,024,2570,100,1680.4347826086955,5536.0,531.0,334.0,653.0,65.0,154.090052814416,2011-07-21,4397,28.397964477539062,1689.069776058197,98.35961151123048,32.206292526569634,85.6352,28.0889,1
122.0,199.0,298.0,205.0,35475.93215759344,1718.290526572032,278.6075248112017,026,0,30,5289.347826086957,3196.0,332.0,370.0,348.0,59.0,95.25100321713796,2007-09-03,1273,0.0,1186.458182938397,48.69792175292969,27.95203443862712,86.087,27.3258,1
108.0,282.0,232.0,231.0,22445.989733607235,244.1659320592123,745.6051511198706,021,0,10,5550.0,4869.0,342.0,425.0,639.0,55.0,74.52004924757759,2007-09-07,2095,9.90052318572998,1527.6225320100784,77.29489803314209,16.87013867295306,85.1114,27.5964,1
117.0,220.0,204.0,194.0,25058.50708652029,1216.057223964683,111.27986497117656,041,0,10,6459.434782608696,4119.0,420.0,376.0,367.0,58.0,327.5234476633631,2008-07-27,1407,0.0,998.2440750598907,32.68880081176758,29.927305851561503,86.37,27.09,1
118.0,188.0,194.0,144.0,67820.59876394387,93.18210439011833,1990.3628709388915,014,2482,10,6266.0,2518.0,341.0,465.0,270.0,57.0,20.641931845526816,2007-09-05,1048,34.4595947265625,1777.1271268129349,104.50253677368164,5.925497705124756,85.7,27.7667,1
123.0,179.0,217.0,171.0,4220.601286489874,82.93761518625185,550.7978425313884,012,2482,10,4716.434782608696,5550.0,340.0,443.0,407.0,57.0,261.28248202973526,2008-08-14,299,0.0,2044.1656148433683,132.11995887756348,54.23795349691217,84.432,27.795,1
114.0,204.0,178.0,185.0,60382.68259147448,782.6744665117628,1477.412306342289,026,2482,10,7110.695652173913,6082.0,403.0,419.0,420.0,55.0,204.5315193265258,2013-09-12,1454,0.0,1515.0910897254944,0.0,33.35999784389923,86.7506,27.3414,1
105.0,246.0,127.0,228.0,65668.15955538453,678.9279891101719,4196.461431740308,024,2482,30,2449.913043478261,5437.0,562.0,311.0,859.0,61.0,235.93074188320568,2009-08-20,3674,0.0,1423.1514856815338,0.0,39.96314319739829,86.9985,27.6072,1
103.0,344.0,177.0,344.0,40665.903954101566,2198.7962253686705,8021.90748187818,024,2482,60,733.0,4406.0,536.0,287.0,591.0,66.0,282.47388012358897,2008-09-02,4864,0.0,1429.3455607891085,0.0,4.286035865421776,87.199,27.7649,1
98.0,231.0,274.0,212.0,71491.5264557388,1619.875328428489,926.7295924770732,026,0,10,6754.0,7636.0,327.0,398.0,733.0,53.0,299.3263714441891,2008-08-29,1753,0.0,2093.787580728531,96.48089981079102,32.12743038063535,87.106,27.499,1
100.0,203.0,279.0,145.0,57528.2636811739,391.8310186635426,10.120393247815167,026,2482,10,6812.739130434783,7322.0,353.0,369.0,396.0,54.0,180.0,2015-10-08,1874,0.0,1550.3404870033264,0.0,25.90274512053622,87.6017,27.2625,1
115.0,228.0,200.0,187.0,36656.147937604714,930.5725669760586,2232.0802002973674,007,2328,10,4998.782608695652,6712.0,357.0,443.0,393.0,60.0,13.378061333899833,2014-07-20,1805,0.0,1264.1724181175232,131.9982089996338,21.768943394191535,82.2873,28.8389,1
103.0,230.0,233.0,272.0,78842.42338994042,1707.063006889364,1554.705717826578,045,2482,10,6641.782608695652,6343.0,409.0,359.0,739.0,54.0,316.78714050211784,2013-07-10,2565,0.0,1430.5536110401154,43.97907257080078,28.060561513522973,86.8669,27.5001,1
121.0,222.0,293.0,225.0,62139.80729765843,2032.2932790212471,306.98139706383193,026,2482,10,6504.826086956522,6125.0,305.0,402.0,412.0,58.0,144.58066177113955,2007-09-12,830,48.65257263183594,2017.5430546402931,100.22003555297852,20.67725850186109,87.2167,27.3667,1
114.0,178.0,285.0,139.0,45344.73500343318,591.6967082862176,714.0404208497653,026,0,10,6757.260869565217,5094.0,303.0,412.0,359.0,55.0,330.6694959005153,2013-06-15,873,0.0,1452.9077670574188,0.0,18.48089518725234,87.7788,27.1418,1
106.0,294.0,148.0,219.0,71868.37339289131,917.5307431585125,85.3839332529796,024,2630,30,1859.0869565217392,4632.0,566.0,286.0,722.0,65.0,261.11317081162525,2013-07-10,4519,0.0,1308.8381791114807,62.005348205566406,32.15836953207391,86.84,27.62,1
110.0,193.0,242.0,182.0,39891.46469072775,29.120686244938742,476.9666579562791,026,2482,10,5914.826086956522,7866.0,358.0,400.0,495.0,55.0,139.16994689054349,2015-08-17,1225,0.0,2346.298457145691,90.10787200927734,44.54147380119774,83.871,28.2924,1
122.0,212.0,254.0,158.0,49181.65307819343,815.649886411304,122.93913114972791,026,2482,30,4554.608695652174,2901.0,341.0,405.0,397.0,56.0,73.63814313730512,2011-07-19,990,46.53773880004883,2618.1045973300934,108.23253440856934,3.2888285310659184,83.9724,28.2636,1
125.0,163.0,195.0,138.0,1528.5517253926744,1124.8889862143528,594.2993535826204,028,0,10,6120.478260869565,3746.0,334.0,471.0,411.0,61.0,101.13100008419546,2011-07-01,283,33.633506774902344,2876.164039373398,261.13538360595703,18.541759606315654,83.45,27.7,1
121.0,197.0,245.0,189.0,24490.935799912335,737.8834635111267,70.22236671381569,013,2482,10,6579.173913043478,3566.0,341.0,414.0,460.0,57.0,174.1198620143759,2008-08-30,702,0.0,2497.7319779396057,136.12578010559082,19.698113331890234,84.2945,28.03,1
118.0,208.0,239.0,177.0,51694.90052479056,160.04142045748858,615.5884513362387,029,2482,30,5657.695652173913,3855.0,344.0,417.0,435.0,54.0,25.55297320269414,2013-07-18,962,27.597946166992188,2232.596191883087,27.597946166992188,18.8249340719774,84.2758,28.2782,1
118.0,185.0,257.0,178.0,29387.75870348193,976.8766967287409,127.99110126712368,014,2482,10,6078.173913043478,3104.0,278.0,465.0,478.0,55.0,148.97509430220617,2008-08-30,942,0.0,2175.1365797519684,105.9257583618164,42.78785032911572,84.4125,28.089,1
125.0,236.0,226.0,193.0,77367.39028415711,88.7230675512485,51.862224773961685,013,2074,10,5574.04347826087,5205.0,357.0,417.0,673.0,62.0,195.4672608863547,2007-09-11,981,0.0,1558.4172435998917,110.18607330322266,22.777625381265075,80.5544,29.8496,1
117.0,216.0,274.0,215.0,50171.55851245841,654.1262628516855,877.0521074097629,026,2510,10,7212.521739130435,5644.0,340.0,387.0,487.0,56.0,219.0330948352933,2007-09-08,1081,101.81694793701172,2967.9628316164017,160.1275463104248,23.63562515017427,83.9533,28.2333,1
143.0,142.0,255.0,68.0,8390.321208297402,124.59683003806214,409.1703552649802,028,0,40,5175.04347826087,1632.0,172.0,574.0,211.0,70.0,0.0,2011-07-01,120,22.091657638549805,2199.9320508241653,192.0924892425537,0.9274099368611016,83.3789,27.6264,1
110.0,228.0,194.0,188.0,26429.50941521154,1159.152129401199,544.9822463901862,013,0,10,6410.95652173913,2971.0,431.0,375.0,493.0,57.0,75.65414953064055,2015-11-11,1669,0.0,1456.057103514671,0.0,62.174800386194306,83.3841,28.1281,1
117.0,209.0,229.0,177.0,34301.116184116356,552.7603556271648,748.680093448284,011,2482,10,6308.086956521739,2503.0,411.0,360.0,456.0,57.0,222.4366117030126,2010-05-29,1418,0.0,2104.1716574430466,87.93454360961914,34.21380991106268,83.68,28.11,1
115.0,198.0,254.0,193.0,41877.27324956232,280.3834863675657,206.4801709303049,026,2482,10,4656.739130434783,6282.0,337.0,409.0,545.0,54.0,199.26060923690687,2015-08-17,1133,0.0,2346.298457145691,90.10787200927734,24.029053153766306,83.8974,28.2887,1
122.0,212.0,254.0,158.0,49181.65307819343,815.649886411304,122.93913114972791,026,2482,50,4554.608695652174,2901.0,341.0,405.0,397.0,56.0,59.579226524938505,2011-07-20,989,46.53773880004883,2631.4971487522125,154.77027320861816,3.6584835978452728,83.9725,28.2638,1
122.0,177.0,179.0,159.0,38469.42963492474,816.278301058571,235.2421687098953,026,2482,30,5372.434782608696,3272.0,362.0,459.0,350.0,55.0,81.64523055669918,2007-07-12,989,74.71039581298828,1812.5800075531008,127.38439559936523,6.356979488055888,83.6666,28.2168,1
110.0,202.0,247.0,171.0,29000.958319334743,86.734118459451,803.5682226030669,026,2482,10,6966.391304347826,4051.0,376.0,376.0,411.0,55.0,270.0,2007-08-28,1300,0.0,2172.9609150886536,86.09523010253906,22.02812990005379,83.7438,28.3323,1
120.0,183.0,192.0,151.0,11123.83645694524,542.1159322408222,1015.6642276295242,013,2482,10,4709.95652173913,4369.0,322.0,486.0,388.0,60.0,249.78916891522945,2007-08-03,477,40.63861083984375,1534.6736674308777,37.062313079833984,43.141092486178906,83.529,27.9271,1
119.0,192.0,224.0,193.0,2265.880912370845,338.65678614773043,214.35440198024935,006,0,10,5871.260869565217,4198.0,372.0,404.0,363.0,58.0,82.44292112053019,2011-07-01,1046,26.758195877075195,1851.7288200855255,166.11664962768555,20.267370380717292,83.4643,27.8173,1
116.0,218.0,176.0,173.0,3525.8277382259303,2062.524564589463,199.7620052629934,013,0,50,6041.086956521739,2566.0,419.0,404.0,399.0,56.0,90.0,2007-09-29,1430,97.74969482421876,1637.5232615470886,52.22440719604492,4.189142672000292,83.4833,27.8667,1
108.0,217.0,196.0,166.0,22021.51381277735,462.1514000692438,514.074311147462,014,0,10,6997.739130434783,4079.0,385.0,419.0,422.0,58.0,273.4819677338096,2014-06-20,1557,27.29397964477539,1803.7372353076937,95.52892875671388,28.06063185482106,83.2934,28.0816,1
118.0,176.0,216.0,144.0,10420.43771749218,979.9965173155232,284.4009061261702,011,0,10,6638.173913043478,3084.0,369.0,414.0,281.0,58.0,36.32944580134328,2010-10-06,524,0.0,1724.5335158109665,6.1299967765808105,21.893673398774524,83.77762394,27.88159864,1
114.0,246.0,194.0,179.0,7959.389414443584,1547.444044469154,4233.766915386872,005,0,10,5571.652173913043,3756.0,381.0,425.0,438.0,57.0,227.0264053959173,2011-07-01,1042,0.0,2203.592624902725,246.0293083190918,25.405408741926543,83.5753,27.7395,1
120.0,196.0,179.0,149.0,40393.57540601345,152.11265579019636,1465.7578773876678,015,2482,10,7109.130434782609,2564.0,366.0,455.0,375.0,55.0,190.70849186710552,2007-07-05,1083,20.191774368286133,1820.4643006324768,44.16950225830078,49.8676072258659,83.6099,28.1952,1
131.0,161.0,212.0,141.0,4186.383607751396,100.61860675695398,252.391579451896,028,0,10,4776.086956521739,4711.0,367.0,421.0,401.0,61.0,345.11482958314764,2009-12-26,241,0.0,2350.5102313756943,0.0,15.894169972486129,83.4692,27.7211,1
