Bulk_Density,CEC,Clay_Content,Coarse_Fragments,Dist_Fault,Dist_River,Dist_Road,Geology_Nepal_ID,Geology_geo8apg_ID,LULC,NDVI,Nitrogen,Sand_Content,Silt_Content,Soil_Organic_Carbon,Soil_pH,aspect,date,elevation,precipitation,rainfall_360d,rainfall_7d,slope,longitude,latitude
118,181,211,160,13335.804440854923,870.7446812196348,502.3799323998113,012,2482,10,6419.217391304348,3772,291,498,410,55,216.01835281355972,2024-01-01,874,0,1370.7210187911987,5.187239170074463,15.652543205662637,84.53706358183932,27.844263663637957
118,177,217,171,13335.804440854923,870.7446812196348,502.3799323998113,012,2482,10,6419.217391304348,3794,301,482,440,54,225.91905256753483,2024-01-01,935,0,1370.7210187911987,5.187239170074463,28.155306889838183,84.53706358183932,27.84526366363796
114,178,212,158,13380.257347186554,1119.363212316261,438.0939306864771,012,2482,10,6356.478260869565,4238,298,490,362,56,223.4874599980133,2024-01-01,999,0,1370.7210187911987,5.187239170074463,34.670287212430246,84.53706358183932,27.84626366363796
114,178,212,158,13380.257347186554,1119.363212316261,438.0939306864771,012,2482,10,6356.478260869565,4238,298,490,362,56,184.97208451652583,2024-01-01,1048,0,1370.7210187911987,5.187239170074463,40.1959232062488,84.53706358183932,27.847263663637957
114,178,212,158,13429.166617629433,1367.9818524915781,366.7470151293402,012,2482,10,5839.391304347826,4238,298,490,362,56,195.2694326697506,2024-01-01,1140,0,1395.9134302139282,5.745911598205566,25.94867208482381,84.53706358183932,27.84826366363796
119,180,224,182,13429.166617629433,1367.9818524915781,366.7470151293402,027,2482,30,5839.391304347826,3601,296,480,403,55,201.194713781726,2024-01-01,1186,0,1395.9134302139282,5.745911598205566,31.286086331633822,84.53706358183932,27.84926366363796
119,180,224,182,13482.483760376637,1581.8397904454664,300.74231446564056,027,2482,10,5910.869565217391,3601,296,480,403,55,337.0169403444672,2024-01-01,1231,0,1395.9134302139282,5.745911598205566,15.713243585724168,84.53706358183932,27.850263663637957
115,184,221,182,13482.483760376637,1581.8397904454664,300.74231446564056,014,2482,10,5910.869565217391,3890,295,484,393,55,48.51802496778179,2024-01-01,1193,0,1395.9134302139282,5.745911598205566,34.38312560175162,84.53706358183932,27.85126366363796
115,184,221,182,13482.483760376637,1581.8397904454664,300.74231446564056,014,2482,10,5910.869565217391,3890,295,484,393,55,50.40539935524836,2024-01-01,1110,0,1395.9134302139282,5.745911598205566,36.37374755061422,84.53706358183932,27.85226366363796
114,190,228,172,13540.156710835721,1738.8803966277462,266.87030718776157,014,2482,10,5682.173913043478,4059,292,479,442,56,40.13539944763168,2024-01-01,1078,0,1395.9134302139282,5.745911598205566,49.34734445337987,84.53706358183932,27.853263663637957
114,190,228,172,13540.156710835721,1738.8803966277462,266.87030718776157,014,2482,10,5682.173913043478,4059,292,479,442,56,40.90339283863316,2024-01-01,996,0,1395.9134302139282,5.745911598205566,45.189287422598724,84.53706358183932,27.85426366363796
116,179,221,170,13602.130069307173,1620.189585320269,265.7568966620119,014,2482,10,5604.173913043478,4631,278,500,397,56,64.3610145872484,2024-01-01,901,0,1395.9134302139282,5.745911598205566,35.405654319369816,84.53706358183932,27.85526366363796
116,179,221,170,13602.130069307173,1620.1895853202252,265.7568966620119,014,2482,10,5604.173913043478,4631,278,500,397,56,113.84834146515956,2024-01-01,863,0,1395.9134302139282,5.745911598205566,32.6435022773604,84.53706358183932,27.856263663637957
113,178,228,169,13668.345346700567,1461.169700977756,277.5886957727776,014,2482,10,6092.695652173913,4653,278,494,467,56,48.51970035948772,2024-01-01,847,0,1395.9134302139282,5.745911598205566,52.84767048442656,84.53706358183932,27.85726366363796
118,182,246,146,13668.345346700567,1461.169700977756,277.5886957727776,014,2482,10,6092.695652173913,3002,310,445,426,57,77.09005973550914,2024-01-01,803,0,1395.9134302139282,5.745911598205566,26.893341062855903,84.53706358183932,27.85826366363796
118,182,246,146,13738.741215983087,1328.8981864382026,343.5416074220239,014,2482,30,5950.521739130435,3002,310,445,426,57,125.95767456527746,2024-01-01,865,0,1395.9134302139282,5.745911598205566,41.418293090706854,84.53706358183932,27.859263663637957
113,189,251,150,13738.741215983087,1328.8981864382026,343.5416074220239,014,2482,10,5950.521739130435,3311,321,428,401,57,65.15139686189644,2024-01-01,873,0,1395.9134302139282,5.745911598205566,22.96438731691303,84.53706358183932,27.86026366363796
113,189,251,150,13813.253767103475,1233.104538065621,303.06312311068444,014,2482,10,5840.347826086957,3311,321,428,401,57,31.10096715505722,2024-01-01,839,0,1395.9134302139282,5.745911598205566,40.389004045478906,84.53706358183932,27.861263663637956
118,175,210,158,13813.253767103475,1233.104538065621,303.06312311068444,014,2482,10,5840.347826086957,4431,293,497,445,56,7.4359081483811575,2024-01-01,741,0,1395.9134302139282,5.745911598205566,40.328031731020616,84.53706358183932,27.862263663637957
118,175,210,158,13813.253767103475,1233.104538065621,303.06312311068444,014,2482,10,5840.347826086957,4431,293,497,445,56,113.84698409600618,2024-01-01,734,0,1395.9134302139282,5.745911598205566,30.988684865877374,84.53706358183932,27.86326366363796
118,174,207,169,13891.816763239858,1182.6860502506736,427.5050007764982,014,2482,10,5628.695652173913,4354,295,498,395,57,117.94297722896656,2024-01-01,771,0,1395.9134302139282,5.745911598205566,35.9592237387194,84.53706358183932,27.864263663637956
118,174,207,169,13891.816763239858,1182.6860502506736,427.5050007764982,014,2482,10,5628.695652173913,4354,295,498,395,57,123.1617071385742,2024-01-01,803,0,1395.9134302139282,5.745911598205566,26.706505255916145,84.53706358183932,27.86526366363796
120,197,242,165,13974.36189633266,1100.63702548973,576.1315573476248,014,2482,10,6284.478260869565,3424,314,444,453,56,91.74607166976874,2024-01-01,822,0,1395.9134302139282,5.745911598205566,27.980342978932587,84.53706358183932,27.86626366363796
120,197,242,165,13974.36189633266,1100.63702548973,576.1315573476248,014,2482,30,6284.478260869565,3424,314,444,453,56,98.55730936451427,2024-01-01,829,0,1395.9134302139282,5.745911598205566,41.0336546832305,84.53706358183932,27.867263663637956
116,198,242,175,14060.819040012178,935.4768580430641,742.5381931664645,014,2482,10,6257.0,3566,318,440,524,57,69.9407724920929,2024-01-01,837,0,1395.9134302139282,5.745911598205566,41.88325610677598,84.53706358183932,27.86826366363796
116,198,242,175,14060.819040012178,935.4768580430641,742.5381931664645,014,2482,10,6257.0,3566,318,440,524,57,77.25724577383973,2024-01-01,791,0,1395.9134302139282,5.745911598205566,38.9133110677259,84.53706358183932,27.86926366363796
136,152,202,103,7089.211996308956,621.8699450643471,963.554496406342,028,0,50,4711.913043478261,1787,362,436,215,61,293.881140178922,2024-01-01,245,0,1456.1957051753998,0.0,4.572274719205005,84.53806358183932,27.68826366363796
136,152,202,103,7331.7772588672715,787.1738810905133,927.920477741645,028,0,10,4692.695652173913,1787,362,436,215,61,190.65958563894728,2024-01-01,246,0,1456.1957051753998,0.0,5.644333373465018,84.53806358183932,27.68926366363796
136,153,202,110,7331.7772588672715,787.1738810905133,927.920477741645,028,0,40,4692.695652173913,2086,368,430,198,61,330.5478738792528,2024-01-01,247,0,1456.1957051753998,0.0,2.129304575568235,84.53806358183932,27.690263663637957
136,153,202,110,7574.342626917454,952.4778887039373,887.2904930493723,028,0,40,5406.695652173913,2086,368,430,198,61,180.0,2024-01-01,243,0,1456.1957051753998,0.0,0.9274099368611016,84.53806358183932,27.69126366363796
135,153,202,113,7574.342626917454,952.4778887039373,887.2904930493723,028,0,50,5406.695652173913,1720,372,425,211,60,106.44408326024934,2024-01-01,245,0,1456.1957051753998,0.0,3.272868704757693,84.53806358183932,27.69226366363796
135,153,202,113,7816.908100446813,1117.7819677674154,841.6602372525739,028,0,40,5127.217391304348,1720,372,425,211,60,180.0,2024-01-01,254,0,1456.1957051753998,0.0,2.7802885155642585,84.53806358183932,27.693263663637957
135,158,218,118,7816.908100446813,1117.7819677674154,841.6602372525739,028,0,40,5127.217391304348,2271,371,411,226,60,66.1201010131384,2024-01-01,254,0,1456.1957051753998,0.0,2.289894750829099,84.53806358183932,27.69426366363796
135,158,218,118,8059.473679444831,1283.0861181455246,795.9352416941491,028,0,40,5092.565217391304,2271,371,411,226,60,180.0,2024-01-01,250,0,1456.1957051753998,0.0,0.9274099368611016,84.53806358183932,27.69526366363796
135,158,218,118,8059.473679444831,1283.0861181455246,795.9352416941491,028,0,40,5092.565217391304,2271,371,411,226,60,228.4775132791144,2024-01-01,257,0,1456.1957051753998,0.0,2.7960027105277185,84.53806358183932,27.696263663637957
134,156,217,125,8059.473679444831,1283.0861181455246,795.9352416941491,028,0,40,5092.565217391304,2105,375,408,232,60,209.45368674130552,2024-01-01,262,0,1456.1957051753998,0.0,2.1293372963933073,84.53806358183932,27.69726366363796
134,156,217,125,8302.039363896942,1093.4516199890822,766.8046861401984,028,0,40,5038.782608695652,2105,375,408,232,60,303.5863617656441,2024-01-01,267,0,1456.1957051753998,0.0,5.016976935483768,84.53806358183932,27.69826366363796
134,156,217,125,8302.039363896942,1093.4516199890822,766.8046861401984,005,0,40,5038.782608695652,2105,375,408,232,60,259.95815724948454,2024-01-01,263,0,1456.1957051753998,0.0,5.30397541063059,84.53806358183932,27.699263663637957
134,156,217,125,8544.60515379388,874.7241952575179,753.7333170196413,005,0,40,5203.04347826087,2105,375,408,232,60,216.97838289906704,2024-01-01,263,0,1456.1957051753998,0.0,3.478762387110058,84.53806358183932,27.70026366363796
133,147,232,115,8544.60515379388,874.7241952575179,753.7333170196413,005,0,40,5203.04347826087,2472,360,408,231,60,270.0,2024-01-01,259,0,1456.1957051753998,0.0,3.139533367837103,84.53806358183932,27.70126366363796
133,147,232,115,8787.171049122015,676.9516914344765,740.7445468590996,005,0,20,5229.260869565217,2472,360,408,231,60,200.6307563224473,2024-01-01,264,0,1456.1957051753998,0.0,2.9704743423422437,84.53806358183932,27.702263663637957
134,147,225,115,8787.171049122015,676.9516914344765,740.7445468590996,005,0,50,5229.260869565217,1711,365,410,239,60,347.27080993873983,2024-01-01,264,0,1456.1957051753998,0.0,4.743437119448472,84.53806358183932,27.70326366363796
134,147,225,115,9029.737049870215,509.0330029019744,749.4941298411233,005,0,40,5267.95652173913,1711,365,410,239,60,0.0,2024-01-01,269,0,1456.1957051753998,0.0,0.9274099368611016,84.53806358183932,27.704263663637956
134,136,234,124,9029.737049870215,509.0330029019744,749.4941298411233,005,0,40,5267.95652173913,2894,379,387,235,61,239.4494564772956,2024-01-01,269,0,1456.1957051753998,0.0,3.644473398338833,84.53806358183932,27.705263663637957
134,136,234,124,9029.737049870215,509.0330029019744,749.4941298411233,005,0,40,5267.95652173913,2894,379,387,235,61,113.87763172109163,2024-01-01,268,0,1456.1957051753998,0.0,2.2900992289664193,84.53806358183932,27.70626366363796
134,110,224,119,9272.303156024538,343.7496061869005,760.8046785720386,005,0,40,6308.565217391304,2429,362,414,236,61,113.87741574071752,2024-01-01,268,0,1456.1957051753998,0.0,2.290118709670109,84.53806358183932,27.707263663637956
134,137,220,116,9272.303156024538,343.7496061869005,760.8046785720386,005,0,40,6308.565217391304,1714,370,410,234,61,0.0,2024-01-01,266,0,1456.1957051753998,0.0,1.854334168853263,84.53806358183932,27.70826366363796
