Bulk_Density,CEC,Clay_Content,Coarse_Fragments,Dist_Fault,Dist_River,Dist_Road,Geology_Nepal_ID,Geology_geo8apg_ID,LULC,NDVI,Nitrogen,Sand_Content,Silt_Content,Soil_Organic_Carbon,Soil_pH,aspect,date,elevation,precipitation,rainfall_360d,rainfall_7d,slope,longitude,latitude
111,194,225,205,9227.582257890368,884.5580579987372,1543.314172294677,027,2482,10,5703.478260869565,3861,350,425,408,55,146.2439406636472,2024-01-01,1237,0,1405.6091504096985,5.763339042663574,23.187645204622427,84.49306358183932,27.85226366363796
112,189,233,213,9311.752217957886,706.9992191118457,1295.378035858058,027,2482,30,5767.608695652174,4169,342,425,509,56,109.47657790759409,2024-01-01,1286,0,1405.6091504096985,5.763339042663574,10.990149162613202,84.49306358183932,27.853263663637957
112,189,233,213,9311.752217957886,706.9992191118457,1295.378035858058,027,2482,10,5767.608695652174,4169,342,425,509,56,339.3428376168989,2024-01-01,1265,0,1405.6091504096985,5.763339042663574,22.548251783059232,84.49306358183932,27.85426366363796
113,182,212,216,9401.744932376168,541.8358115013472,1047.5276005036965,027,2482,10,6401.130434782609,3178,305,483,498,56,332.6903852028491,2024-01-01,1173,0,1405.6091504096985,5.763339042663574,39.96454996550134,84.49306358183932,27.85526366363796
113,182,212,216,9401.744932376168,541.8358115013472,1047.5276005036965,014,2482,10,6401.130434782609,3178,305,483,498,56,305.11789604446375,2024-01-01,1111,0,1405.6091504096985,5.763339042663574,44.56401520190621,84.49306358183932,27.856263663637957
113,182,212,216,9497.39489035588,376.67233095038085,799.6770563760307,014,2482,10,6429.478260869565,3178,305,483,498,56,337.01556840568674,2024-01-01,1024,0,1405.6091504096985,5.763339042663574,44.5579858258042,84.49306358183932,27.85726366363796
114,184,219,184,9497.39489035588,376.67233095038085,799.6770563760307,014,2482,10,6429.478260869565,2871,305,476,391,56,286.42038500042736,2024-01-01,990,0,1405.6091504096985,5.763339042663574,6.533594668192493,84.49306358183932,27.85826366363796
114,184,219,184,9598.532977550614,211.50877759642304,551.8264034707211,014,2482,10,6178.260869565217,2871,305,476,391,56,190.67587292693432,2024-01-01,1052,0,1405.6091504096985,5.763339042663574,30.66897802067099,84.49306358183932,27.859263663637957
119,189,228,169,9598.532977550614,211.50877759642304,551.8264034707211,014,2482,10,6178.260869565217,2998,314,458,363,55,267.9746593755145,2024-01-01,1077,0,1405.6091504096985,5.763339042663574,24.60960642594961,84.49306358183932,27.86026366363796
119,189,228,169,9704.987624390913,46.34515157576326,303.9756417845015,014,2482,10,6023.739130434783,2998,314,458,363,55,196.4399387051125,2024-01-01,1089,0,1405.6091504096985,5.763339042663574,21.215668794109405,84.49306358183932,27.861263663637956
117,201,240,172,9704.987624390913,46.34515157576326,303.9756417845015,014,2482,10,6023.739130434783,3401,306,454,361,55,191.62138240535572,2024-01-01,1153,0,1405.6091504096985,5.763339042663574,36.02347731667815,84.49306358183932,27.862263663637957
117,201,240,172,9704.987624390913,46.34515157576326,303.9756417845015,014,2482,10,6023.739130434783,3401,306,454,361,55,180.0,2024-01-01,1216,0,1405.6091504096985,5.763339042663574,24.382770507843574,84.49306358183932,27.86326366363796
116,201,231,172,9816.585876542857,125.85373616154403,56.12477131338833,014,2482,10,5355.260869565217,3370,323,446,361,55,189.51310884376144,2024-01-01,1294,0,1405.6091504096985,5.763339042663574,23.901210769248078,84.49306358183932,27.864263663637956
116,201,231,172,9816.585876542857,125.85373616154403,56.12477131338833,014,2482,10,5355.260869565217,3370,323,446,361,55,170.60075107380896,2024-01-01,1337,0,1405.6091504096985,5.763339042663574,33.92992365166651,84.49306358183932,27.86526366363796
115,203,235,184,9933.154379643278,363.7575096397899,191.72620794552782,014,2482,10,5194.652173913043,3969,348,417,381,56,188.25161432570363,2024-01-01,1415,0,1405.6091504096985,5.763339042663574,32.53491499498209,84.49306358183932,27.86626366363796
115,203,235,184,9933.154379643278,363.7575096397899,191.72620794552782,014,2482,30,5194.652173913043,3969,348,417,381,56,204.97514784101904,2024-01-01,1455,0,1405.6091504096985,5.763339042663574,16.887215292661512,84.49306358183932,27.867263663637956
115,205,228,184,10054.520273353713,610.2649799947995,439.5772959955159,014,2482,10,5366.695652173913,4116,337,435,342,54,199.98107054090096,2024-01-01,1493,0,1405.6091504096985,5.763339042663574,25.747486733400248,84.49306358183932,27.86826366363796
115,205,228,184,10054.520273353713,610.2649799947995,439.5772959955159,014,2482,10,5366.695652173913,4116,337,435,342,54,206.1891542001402,2024-01-01,1548,0,1405.6091504096985,5.763339042663574,22.5341917480871,84.49306358183932,27.86926366363796
135,131,209,111,6167.433226755147,695.8111928587246,2793.4404610984097,028,0,10,5695.217391304348,1619,405,386,198,60,209.45162683017205,2024-01-01,222,0,1515.7878267765045,0.0,2.12929410770544,84.49406358183933,27.68826366363796
135,131,209,111,6410.001172735012,861.1111774241251,2558.4316093853117,028,0,10,5734.0,1619,405,386,198,60,29.4518764692343,2024-01-01,224,0,1515.7878267765045,0.0,2.1292993414460595,84.49406358183933,27.68926366363796
135,138,198,115,6410.001172735012,861.1111774241251,2558.4316093853117,028,0,10,5734.0,1714,384,418,239,62,214.12173722460395,2024-01-01,229,0,1515.7878267765045,0.0,5.58407428347981,84.49406358183933,27.690263663637957
135,138,198,115,6652.569224275263,813.839242816292,2323.4226545311253,028,0,10,5849.173913043478,1714,384,418,239,62,228.47628311262991,2024-01-01,231,0,1515.7878267765045,0.0,2.7959350208189444,84.49406358183933,27.69126366363796
134,136,196,102,6652.569224275263,813.839242816292,2323.4226545311253,028,0,40,5849.173913043478,1736,370,435,248,62,12.72793646424363,2024-01-01,225,0,1515.7878267765045,0.0,4.743413783474445,84.49406358183933,27.69226366363796
134,136,196,102,6895.137381363191,648.5259872933393,2088.413596569603,028,0,10,6316.391304347826,1736,370,435,248,62,286.44392493078766,2024-01-01,224,0,1515.7878267765045,0.0,3.272899280801429,84.49406358183933,27.693263663637957
132,130,192,107,6895.137381363191,648.5259872933393,2088.413596569603,028,0,10,6316.391304347826,1780,349,459,247,61,180.0,2024-01-01,225,0,1515.7878267765045,0.0,1.8543341688295631,84.49406358183933,27.69426366363796
133,113,182,109,7137.705643989205,483.2126589486973,1853.4044355309356,028,0,40,6908.652173913043,1814,347,471,248,61,120.55284177017731,2024-01-01,222,0,1515.7878267765045,0.0,3.6442264089484517,84.49406358183933,27.69526366363796
133,113,182,109,7137.705643989205,483.2126589486973,1853.4044355309356,028,0,10,6908.652173913043,1814,347,471,248,61,330.54656299226906,2024-01-01,224,0,1515.7878267765045,0.0,4.252798451831941,84.49406358183933,27.696263663637957
