Bulk_Density,CEC,Clay_Content,Coarse_Fragments,Dist_Fault,Dist_River,Dist_Road,Geology_Nepal_ID,Geology_geo8apg_ID,LULC,NDVI,Nitrogen,Sand_Content,Silt_Content,Soil_Organic_Carbon,Soil_pH,aspect,date,elevation,precipitation,rainfall_360d,rainfall_7d,slope,longitude,latitude
121.0,178.0,219.0,167.0,5460.618082037183,853.4968787848738,1200.5241483768511,012,2482,10,6231.347826086957,3788.0,292.0,489.0,418.0,55.0,211.25549965855026,2024-01-01,845,0,1482.3696575164795,4.5134968757629395,37.82508233511775,84.43806358183933,27.862263663637957
121.0,178.0,219.0,167.0,5460.618082037183,853.4968787848738,1200.5241483768511,012,2482,10,6231.347826086957,3788.0,292.0,489.0,418.0,55.0,205.08229097245018,2024-01-01,907,0,1482.3696575164795,4.5134968757629395,27.39875983628921,84.43806358183933,27.86326366363796
120.0,181.0,210.0,163.0,5656.698904737047,1018.4467942621175,1386.8127944589244,012,2482,10,5652.434782608696,2912.0,277.0,513.0,427.0,55.0,199.29606602736908,2024-01-01,962,0,1482.3696575164795,4.5134968757629395,35.76721224061535,84.43806358183933,27.864263663637956
120.0,181.0,210.0,163.0,5656.698904737047,1018.4467942621175,1386.8127944589244,012,2482,10,5652.434782608696,2912.0,277.0,513.0,427.0,55.0,203.64707216476586,2024-01-01,1017,0,1482.3696575164795,4.5134968757629395,28.71478109315584,84.43806358183933,27.86526366363796
119.0,193.0,253.0,173.0,5856.770390086756,1183.5847223218534,1571.9055150221511,012,2482,10,5276.347826086957,3549.0,296.0,451.0,415.0,55.0,199.34377347708403,2024-01-01,1067,0,1482.3696575164795,4.5134968757629395,26.451811976523064,84.43806358183933,27.86626366363796
119.0,193.0,253.0,173.0,5856.770390086756,1183.5847223218534,1571.9055150221511,012,2482,10,5276.347826086957,3549.0,296.0,451.0,415.0,55.0,192.7477627889235,2024-01-01,1119,0,1482.3696575164795,4.5134968757629395,30.151891711163696,84.43806358183933,27.867263663637956
119.0,192.0,241.0,205.0,6060.437336590726,1021.3155656521844,1638.9483478950283,012,2482,30,5291.652173913043,3342.0,309.0,450.0,440.0,56.0,180.0,2024-01-01,1165,0,1482.3696575164795,4.5134968757629395,27.384547894735732,84.43806358183933,27.86826366363796
119.0,193.0,248.0,208.0,6060.437336590726,1021.3155656521844,1638.9483478950283,012,2482,30,5291.652173913043,3598.0,303.0,449.0,419.0,54.0,172.83612650749353,2024-01-01,1222,0,1482.3696575164795,4.5134968757629395,23.77390519350212,84.43806358183933,27.86926366363796
,124.0,176.0,78.0,6000.723535287061,1000.5496659995919,237.70520934118025,028,0,50,3745.391304347826,1714.0,427.0,397.0,,61.0,270.0,2024-01-01,214,0,1503.3283619880676,0.0,1.047315159376439,84.43906358183932,27.68826366363796
,124.0,176.0,78.0,6249.084191440978,868.9769895848376,240.66332587600579,028,0,50,3315.3478260869565,1714.0,427.0,397.0,,61.0,131.52429570913205,2024-01-01,217,0,1503.3283619880676,0.0,1.3987842885934838,84.43906358183932,27.68926366363796
136.0,122.0,174.0,73.0,6249.084191440978,868.9769895848376,240.66332587600579,028,0,50,3315.3478260869565,1748.0,424.0,402.0,193.0,61.0,270.0,2024-01-01,217,0,1503.3283619880676,0.0,3.13921443367961,84.43906358183932,27.690263663637957
136.0,122.0,174.0,73.0,6497.44495613796,795.4603226156659,243.62144333695477,028,0,10,4501.260869565217,1748.0,424.0,402.0,193.0,61.0,246.11950736163152,2024-01-01,218,0,1503.3283619880676,0.0,2.289841217746111,84.43906358183932,27.69126366363796
135.0,125.0,178.0,84.0,6497.44495613796,795.4603226156659,243.62144333695477,028,0,30,4501.260869565217,1754.0,429.0,392.0,198.0,61.0,270.0,2024-01-01,225,0,1503.3283619880676,0.0,6.259804593744082,84.43906358183932,27.69226366363796
